title,description,mediaType,eps,duration,ongoing,sznOfRelease,years_running,studio_primary,studios_colab,contentWarn,watched,watching,wantWatch,dropped,rating,votes,tag_Based_on_a_Manga,tag_Comedy,tag_Action,tag_Fantasy,tag_Sci_Fi,tag_Shounen,tag_Original_Work,tag_Non_Human_Protagonists,tag_Drama,tag_Adventure,tag_Family_Friendly,tag_Short_Episodes,tag_School_Life,tag_Romance,tag_Shorts,tag_Slice_of_Life,tag_Seinen,tag_Supernatural,tag_Magic,tag_Animal_Protagonists,tag_Ecchi,tag_Mecha,tag_Based_on_a_Light_Novel,tag_CG_Animation,tag_Superpowers,tag_Others,tag_missing
KonoSuba – God’s blessing on this wonderful world! Movie: Legend of Crimson,"A video game-loving shut-in, Kazuma's life should've ended when he was hit by a truck, but through a twist of fate, he ends up reincarnating in another world--and dragging the troublemaking goddess, Aqua, the wildly dorky mage, Megumin, and the unrelentingly delusional lady knight, Darkness, with him. Now, the Crimson Demon village that Megumin and Yunyun are from is facing a threat that could mean it's ending. Kazuma and his gang follow Yunyun, who returns to the Crimson Demon village intent on saving it... when they are faced with their greatest threat yet! What will become of the unremarkable adventurer Kazuma's life in another world?!",Movie,1,86,FALSE,is_missing,0,J.C. Staff,0,0,6216,273,6323,66,4.542,4114,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Mushishi Zoku Shou: Suzu no Shizuku,"The anime adaptation of the final Mushishi manga arc. Ginko stumbles upon a young girl in a mountain with branches and leaves growing out of her body. He later realises that she is the lord of that mountain but finds it strange that a human like her was chosen as the lord. He later meets her older brother who has continued to search for her ever since she disappeared while she was accompanying him on a stormy day. The story is about that girl, Kaya, and how she is torn between continuing her duty as a mushi lord and returning back to her loving human family.",Movie,1,47,FALSE,is_missing,0,Others,0,0,3502,97,4666,41,4.541,2481,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Assassination Classroom 2nd Season,"Class 3E is about to begin their second semester! And while some things have changed, the class assignment is still the same: kill their teacher before the end of the year! Easier said than done since Koro Sensei's made it clear he won't go down without a fight. Will these students be able to take down the tentacled monster that moves at Mach 20 before he can destroy the world?",TV,25,,FALSE,Winter,0,Others,0,0,33017,3811,9483,633,4.539,24215,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rurouni Kenshin: Tsuiokuhen,"Himura Kenshin was a boy orphaned by the murder of his parents. Now he is the Hitokiri Battousai, the most feared and skilled killer in 19th century Japan. In the midst of a blood bath, he meets the love of his life, Tomoe. Will he continue to fight his enemies in a killing rage or will she sheath his bloodstained sword?",OVA,4,,FALSE,is_missing,0,Studio Deen,0,1,30102,487,10665,235,4.539,20314,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Natsume's Book of Friends Season 3,"Takashi Natsume sees spirits, and with the help of his lazy and sake-guzzling bodyguard Nyanko-sensei he returns to spirits their names that were stolen by his grandmother Reiko Natsume. Not all of the spirits are peaceful though, and he often fights to keep himself and his family and friends safe while at the same time fighting the loneliness that plagued him before he found his home.",TV,13,,FALSE,Summer,0,is_missing,0,0,12091,804,6878,208,4.538,9000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mushishi: Hihamukage,The mushi are said to become uneasy during an eclipse. Tanyuu sends Ginko to monitor a village for the appearance of a mushi that causes a neverending eclipse. Her foreboding is justified when the village is enveloped in darkness...,TV Special,1,45,FALSE,is_missing,0,Others,0,0,6199,137,4025,68,4.537,4480,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mo Dao Zu Shi,"As the grandmaster who founded the Demonic Sect, Wei WuXian roamed the world in his wanton ways, hated by millions for the chaos he created. In the end, he was back-stabbed by his dearest shidi and killed by powerful clans that combined to overpower him. He incarnates into the body of a lunatic who was abandoned by his clan and is later, unwillingly, taken away by a famous cultivator among the clans—Lan WangJi, his archenemy.",Web,15,24,FALSE,is_missing,0,Others,0,1,3250,806,3819,185,4.535,2589,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Disappearance of Haruhi Suzumiya,"Yesterday, Kyon was helping prepare for an SOS Brigade Christmas party. But today, he wakes up to a whole other world. Haruhi and the SOS Brigade are gone, Koizumi's class is missing, Asahina doesn't recognize him, Nagato is still a Literary Club member and even Ryoko Asakura has returned. As the only person who notices that everything has changed, Kyon is left to discover what happened to his friends and figure out if his life truly is better without aliens, time travelers and ESPers.",Movie,1,162,FALSE,is_missing,0,Kyoto Animation,0,0,28510,429,14241,375,4.534,20748,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hajime no Ippo: Rising,"Ippo continues to defend his Japanese Featherweight title from an ever stronger pool of challengers. Meanwhile, Takamura challenges for his second WBC title in the middleweight class, and Aoki challenges for the Japanese Lightweight title and Coach Kamogawa and Nekota reminisce about their days as prizefighters after WWII.",TV,25,,FALSE,Fall,1,MADHOUSE,1,0,8489,561,2697,111,4.533,6137,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fate/Zero 2,"The Holy Grail War wages unabated. The Servants face the impossible task of allying against Caster to win additional command spells, while beneath this thin veneer of amity, their Masters plot to destroy each other. Saber herself must battle not just the monsters bearing down upon her but the doubts inside her own heart about the path of valor she has chosen. After all, what is the place of ancient righteousness in a modern world where the only rule is to win at any cost? As the Holy Grail War enters its deadliest phase, the world becomes witness to both inconceivable horrors and incredible heroism - but the question remains which will prevail.",TV,12,,FALSE,Spring,0,Others,0,1,33599,1420,11876,384,4.533,25084,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Cowboy Bebop,"Follow interstellar bounty hunters Spike Spiegel and Jet Black as they scour the galaxy for criminals with prices on their heads. Hoping to escape their past, they live on the spaceship Bebop, but it's a dangerous business and old enemies don't forget easily. Allies come from unlikely sources, however, as they find comrades in the beautiful swindler Faye Valentine, the genius child hacker Ed and the genetically engineered 'data dog' Ein. Will they be able to help each other though their respective struggles, or is their fate really inevitable?",TV,26,,FALSE,Spring,1,Sunrise,0,1,71135,7002,22537,2918,4.532,58315,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Garden of Sinners Movie 5: Paradox Paradigm,"In November 1998, a double homicide occurs at the newly constructed Ogawa apartment complex. Shiki meets a boy named Tomoe Enjou, a runaway who claims to be the murderer, and lets him use her apartment as his hideout. From that day onward, their strange cohabitation begins. Coincidentally, Mikiya Kokutou is investigating a tip regarding the murder at that unique apartment complex...",Movie,1,112,FALSE,is_missing,0,Others,0,0,9496,158,4568,60,4.531,7141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ERASED,"Satoru Fujinuma is a reclusive part-timer with no plans for the future. What sets him apart from the other slackers in his town is an involuntary time travel ability that allows him to jump back several seconds in time in order to prevent accidents and even deaths. As incidents around town begin reminding Satoru of a childhood trauma he'd sooner forget, he finally begins to question what caused his ability to surface and whether or not it's powerful enough to change the past.",TV,12,,FALSE,Winter,0,A-1 Pictures,0,1,47259,3855,18785,636,4.53,37401,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mo Dao Zu Shi 2,Second season of Mo Dao Zu Shi.,Web,8,,FALSE,is_missing,0,Others,0,1,1595,377,1808,29,4.528,1194,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I Want to Eat Your Pancreas,"An unnamed protagonist happens to find a diary in a hospital one day. The diary belongs to his classmate, a girl named Sakura Yamauchi, who is revealed to be suffering from a terminal illness in her pancreas, and who only has a few months left to live. Sakura explains that the protagonist is the only person apart from her family that knows about her condition. The protagonist promises to keep Sakura's secret. Despite their completely opposite personalities, the protagonist decides to be together with Sakura during her last few months.",Movie,1,108,FALSE,is_missing,0,Others,0,0,7349,337,9096,44,4.528,5472,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bunny Drop,"When Daikichi's grandfather dies he leaves behind a young daughter named Rin. However, as most of the family is embarrassed at the idea of a 79-year-old man having a six-year-old child, they can't seem to figure out what to do with her. Disgusted by this behavior, Daikichi decides to take care of her himself, but he's a bachelor, has no idea how to raise a child, and isn't even all that comfortable with kids! Now, Daikichi must do the normal things a parent does such as enroll her in school, buy her clothing and teach her about the life and world around her. But more importantly, he must also help her deal with her father's death and decide whether or not she should try to find her mother. Together, the two begin their unlikely relationship as father and daughter, navigating each of life's bumps along the way.",TV,11,,FALSE,Summer,0,Production I.G,0,0,21809,1533,11399,545,4.529,17790,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dr. Stone,"Several thousand years after a mysterious phenomenon that turns all of humanity to stone, the extraordinarily intelligent, science-driven boy, Senku Ishigami, awakens. Facing a world of stone and the total collapse of civilization, Senku makes up his mind to use science to rebuild the world. Starting with his super strong childhood friend Taiju Oki, who awakened at the same time, they will begin to rebuild civilization from nothing... Depicting two million years of scientific history from the Stone Age to present day, the unprecedented crafting adventure story is about to begin!",TV,24,,FALSE,Summer,0,TMS Entertainment,1,0,17984,10330,8772,961,4.526,16498,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Disastrous Life of Saiki K. 2nd Season,Second season of The Disastrous Life of Saiki K.,TV,24,,FALSE,Winter,0,J.C. Staff,0,0,9443,1455,3532,127,4.526,6635,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Fruits Basket 2nd Season,Second season of Fruits Basket.,TV,10,,TRUE,Spring,0,TMS Entertainment,1,0,583.5,4160,4427,55,4.527,1194,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotarubi no Mori e,"While visiting her uncle for the summer, six year old Hotaru gets lost in the woods outside the village. Scared, the crying girl is eventually rescued by a gentle youkai named Gin, who is burdened with a curse that will cause him to disappear if ever touched by a human. Though they are barred from physical contact, the two become close friends. But after a few short years it becomes apparent that Gin ages more slowly than humans, so while Hotaru is growing up and changing, Gin remains in stasis. How will Hotaru adapt to the complicated emotions she develops as her and Gin's ages gradually converge?",Movie,1,45,FALSE,is_missing,0,is_missing,0,0,26893,350,12717,64,4.525,20223,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Yona of the Dawn: Zeno Arc,"The two anime episodes will completely cover the Zeno Arc, which tells the backstory of the character Zeno.",OVA,2,,FALSE,is_missing,0,Studio Pierrot,0,1,5723,271,3474,29,4.524,3431,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Teacher Onizuka,"With a history of leading a motorcycle gang and getting bad grades in school, why would 22 year old Onizuka ever want to become a teacher? Is it to educate young minds or spread the joy of education? Sure, if it involves being able to look up high school girls' skirts! Watch as this would-be educator uses his own life lessons and unconstituted methods as a means to control a delinquent class of students -- students who certainly aren't as happy to have him as a teacher as he is happy to be teaching...",TV,43,,FALSE,Summer,1,Studio Pierrot,0,1,34465,3203,11537,1924,4.523,28480,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natsume's Book of Friends Season 2,"Life continues as normal for Natsume - he still lives with the friendly Fujiwaras, walks home with his school friends, and spends his free time adventuring with spirits! However, as his encounters soon reveal, the relationship between spirits and humans is a delicate one and not always friendly either. As Natsume slowly uncovers the mystery of his grandmother Reiko as well as his own unique purpose, can he use the Book of Friends to reconcile the needs of spirits and humans?",TV,13,,FALSE,Winter,0,is_missing,0,0,13864,710,6836,203,4.523,10441,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Your lie in April,"Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. His monotonus life was about to change forever.",TV,22,,FALSE,Fall,1,A-1 Pictures,0,1,46037,5381,17173,2256,4.522,37082,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mushishi Zoku Shou: Odoro no Michi,"Should darkness rise from the depths of the cavern, the boundary between and man and mushi will vanish. Life itself will become bereft of death, and the natural order will crumble. The world as we know it will be no more. Mishappen beings and taboos unique to man lie in wait along the path of thorns...",is_missing,1,48,FALSE,is_missing,0,Others,0,0,4380,89,3105,34,4.522,3116,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Legend of the Galactic Heroes,"The war between the monarchical Galactic Empire and the democratic Free Planets Alliance has raged ceaselessly across the galaxy for over a century, with the fleets of both powers having fought countless battles. Currently the conflict revolves around the strategic Iserlohn Corridor, one of only two passages of space through which the two forces can access each other. Here the Empire has built the nigh-impregnable Iserlohn Fortress, whose deadly weaponry has thwarted repeated efforts by the Alliance to capture her. Phezzan, a neutral mercantile state, controls the other corridor. The long war has resulted in an indecisive stalemate, but there are two men from the two worlds who will change everything: Wen-Li Yang, a gifted strategist from the Alliance who wants nothing more than to retire and be a historian; and Reinhard von Lohengramm, a man from the Empire whose ambition knows no bounds. Their loves, struggles, triumphs and failures play across an interstellar stage of intrigue, war and death.",OVA,110,26,FALSE,is_missing,9,Shaft,1,1,3389,1331,8011,501,4.52,3493,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
